doc_name,page_num,sentence_num,sentence
What about dreams  State of the art and open questions,4,35,(1970) reported different orders of concordance between sleep speech and later dream reports.
What about dreams  State of the art and open questions,4,36,"Some authors investigated the pres- ence of dialogical components within the dream reports proposing an overlapping between the neural mechanisms underlying linguistic pro- duction in dreams and those responsible for language during waking state (Shimizu & Inoue, 1986; Hong et al., 1996; Siclari et al., 2017)."
What about dreams  State of the art and open questions,4,37,"Specifically, Hong et al."
What about dreams  State of the art and open questions,4,38,"(1996) found a reduction of the alpha activity focussed on Broca's and Wernicke's language regions, proportional to the amount of expressive and receptive language reported in dreams (Hong et al., 1996; Shimizu & Inoue, 1986)."
What about dreams  State of the art and open questions,4,39,"In addition, Noreika et al."
What about dreams  State of the art and open questions,4,40,(2015) demonstrated a decrement in the theta and alpha activity in a single-case study associated with linguistic hypnagogic hallucina- tion.
What about dreams  State of the art and open questions,4,41,"Consistently, a recent study revealed that similar EEG patterns predict intelligible verbalisations during sleep (Mangiaruga et al., 2022)."
What about dreams  State of the art and open questions,4,42,"Overall, both findings in subjects suffering from parasomnias and those related to “benign” phenomena (e.g., facial expressions, sleep talking), suggest that parasomnia-like episodes may open a new frontier in dream research making the oneiric production more  accessible."
What about dreams  State of the art and open questions,4,43,"wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     LOT opywos:Kaptav-Kreaquyar     -IGET OUNTUO AAIEAA “6O9E     g S 8 § 2 & 5     puoo-pur-suus9} (1109      jn x0y Aaeaqny auyUG A2qtyy     8 & < ° 2 3 ="
What about dreams  State of the art and open questions,5,0,6 of 12 Pies     SCARPELLI er AL.
What about dreams  State of the art and open questions,5,1,14.1 | Nightmares  Nightmares are disturbing mental sleep activity characterised by nega- tive emotions and often considered a clinical symptom causing signifi- cant distress.
What about dreams  State of the art and open questions,5,2,They are frequently associated with a high level of arousal and somatic manifestations that are capable to awake the dreamer from REM sleep.
What about dreams  State of the art and open questions,5,3,"The repeated occurrence of this event is categorised as parasomnia, i.e., “nightmare disorder”, according to the Diagnostic and Statistical Manual of Mental Disorders, fifth edition (DSM-5; American Psychiatric Association, 2013)."
What about dreams  State of the art and open questions,5,4,"On the one hand, this disturbance is frequently related to post- traumatic stress disorder (PTSD; Germain, 2013), but it could also be a reaction to stress conditions (Scarpelli et al., 2022)."
What about dreams  State of the art and open questions,5,5,"On the other hand, also idiopathic nightmares, i.e., without a known cause, should be con- sidered."
What about dreams  State of the art and open questions,5,6,"For instance, this kind of mental sleep activity is quite com- mon in children tending to disappear during adulthood, and it is more frequent among females (Nielsen & Levin, 2007)."
What about dreams  State of the art and open questions,5,7,"From a neurobiological perspective, a recent investigation shows that the activation of the autonomic nervous system may be linked to nightmares (Paul et al., 2019)."
What about dreams  State of the art and open questions,5,8,"Some studies revealed REM-specific alterations in nightmare sufferers such as longer REM latency, increased skipping of early REM periods and cycle length, and more frequent REM periods (Nielsen et al., 2010)."
What about dreams  State of the art and open questions,5,9,"Furthermore, some EEG findings highlighted the presence of slow frontal and central theta activity during REM sleep in a group of nightmare recallers (Marquis et al, 2017)."
What about dreams  State of the art and open questions,5,10,"Further studies reported evidence for reduced slow- wave sleep and greater intra-sleep wakefulness (Simor et al., 2012), increased alpha power during REM sleep, and higher levels of EEG desynchronisation in NREM sleep of students with frequent night- mares (Simor et al., 2013)."
What about dreams  State of the art and open questions,5,11,"In other words, as already mentioned for dream recall, a higher autonomic and electrophysiological activation may provide the physiological background to the nightmare occur- rence (Fisher et al., 1970; Nielsen & Zadra, 2005)."
What about dreams  State of the art and open questions,5,12,This is consistent with the self-reported experience of greater emotional and physical activations during the nightmare occurrence.
What about dreams  State of the art and open questions,5,13,"Fear is the predominant emotion included in nightmares (Zadra et al., 2006), suggesting that nightmares could be linked to fear- dysfunction disturbances, i.e., phobias, generalised or social anxiety (Nielsen & Levin, 2007; Walker, 2010)."
What about dreams  State of the art and open questions,5,14,"In other words, nightmares could be related to the dysfunction in the hippocampal-amygdala pre- frontal system that controls fear memory formation and extinction (Marquis et al., 2017; Nielsen & Levin, 2007)."
